Date,P&L
2005-07-06 00:00:00,0.09575456154979145
2005-07-07 00:00:00,0.10335027129446228
2005-07-08 00:00:00,0.11906603346323363
2005-07-11 00:00:00,0.10722916701409146
2005-07-12 00:00:00,0.11533898305084755
2005-07-13 00:00:00,0.06856722074468102
2005-07-14 00:00:00,0.0143856143384955
2005-07-15 00:00:00,0.020305816681498223
2005-07-18 00:00:00,-0.00664606377086796
2005-07-19 00:00:00,0.010503822294995802
2005-07-20 00:00:00,-0.007965354697476723
2005-07-21 00:00:00,0.0016392787448284984
2005-07-22 00:00:00,-0.005062933415158177
2005-07-25 00:00:00,0.01611565702759199
2005-07-26 00:00:00,0.03069670997644547
2005-07-27 00:00:00,0.09698985163009399
2005-07-28 00:00:00,0.09299442465876129
2005-07-29 00:00:00,0.10918171409480304
2005-08-01 00:00:00,0.0776583009905758
2005-08-02 00:00:00,0.04572104871343652
2005-08-03 00:00:00,0.05511387675575108
2005-08-04 00:00:00,0.06686397650473963
2005-08-05 00:00:00,0.039552861667011996
2005-08-08 00:00:00,-0.02504993848958348
2005-08-09 00:00:00,-0.03531142065513082
2005-08-10 00:00:00,-0.06374071456639463
2005-08-11 00:00:00,-0.06246453754103254
2005-08-12 00:00:00,-0.05611556222746428
2005-08-16 00:00:00,-0.0433111738858486
2005-08-17 00:00:00,-0.019282525581987287
2005-08-18 00:00:00,-0.0203176939644909
2005-08-19 00:00:00,-0.037472536339190676
2005-08-22 00:00:00,-0.024549417421205755
2005-08-23 00:00:00,-0.013911075213650426
2005-08-24 00:00:00,-0.004126486321259448
2005-08-25 00:00:00,-0.016357470159561793
2005-08-26 00:00:00,-0.04000600589899428
2005-08-29 00:00:00,-0.03241436075799886
2005-08-30 00:00:00,-0.0009270240895081772
2005-08-31 00:00:00,-0.024157887148942403
2005-09-01 00:00:00,-0.04698343678807981
2005-09-02 00:00:00,-0.034226317546442564
2005-09-05 00:00:00,-0.026459929243919378
2005-09-06 00:00:00,-0.009404887304889087
2005-09-08 00:00:00,0.006522329249703418
2005-09-09 00:00:00,0.040957779659712035
2005-09-12 00:00:00,0.06719709993387268
2005-09-13 00:00:00,0.07584528685276637
2005-09-14 00:00:00,0.06394979499227982
2005-09-15 00:00:00,0.08121820909900168
2005-09-16 00:00:00,0.0957505721967149
2005-09-19 00:00:00,0.11331125077304338
2005-09-20 00:00:00,0.14393946316492312
2005-09-21 00:00:00,0.12778208560311288
2005-09-22 00:00:00,0.05481437912349452
2005-09-23 00:00:00,-0.009023000856903995
2005-09-26 00:00:00,0.0027311876765159226
2005-09-27 00:00:00,-0.00727537307458348
2005-09-28 00:00:00,0.01170143213028374
2005-09-29 00:00:00,0.005417118249682051
2005-09-30 00:00:00,-0.010399393220200781
2005-10-03 00:00:00,-0.04481924307279739
2005-10-04 00:00:00,-0.03065478213074646
2005-10-05 00:00:00,-0.030292575631970298
2005-10-06 00:00:00,-0.014093639780283329
2005-10-07 00:00:00,0.012836778289270212
2005-10-10 00:00:00,0.013324485080226323
2005-10-11 00:00:00,0.0110663982723751
2005-10-13 00:00:00,-0.02600570477027886
2005-10-14 00:00:00,-0.052586150936383524
2005-10-17 00:00:00,-0.04488063993111924
2005-10-18 00:00:00,-0.02793170726473504
2005-10-19 00:00:00,-0.08768839520181415
2005-10-20 00:00:00,-0.08361204132373212
